pair_id,model_id,payload_name,payload_class,single_trial_id,multi_trial_id,exact_outputs_unique,normalized_outputs_unique,normalized_character_edit_distance,token_jaccard_similarity,single_character_count,multi_character_count,single_full_token_count,multi_full_token_count,single_saved_id_exact_recovery,multi_saved_id_exact_recovery,single_visible_text_exact_recovery,multi_visible_text_exact_recovery,single_text_sha256,multi_text_sha256,deterministic_example_order
topic-pair-e30dc288745a32bcbf2a83c0,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_000,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__be8c2622b3ff745afaca,revision_v1_primary_v2_payload_fidelity_v2__c0429c3641c6d12b68a8,True,True,0.3891419893697798,0.2361111111111111,2227,2634,497,587,True,True,,,5477ff6e3ca4d2fcb436d1336266205956714b3758d0982dc3188b7837e43214,b7ffed36266e04dcbdde81efae5ffeb3f5829fb30c9c7c25649d480ce4cc78f3,b0adba6119aa739afa1e25a73e098f8929c58d04687e77c8fbca8a9c5c10a015
topic-pair-16b381465b57f17a59f6ef9a,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_001,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__02c58f9ac4951f89c1c7,revision_v1_primary_v2_payload_fidelity_v2__4d064ce34de5c0ac85ec,True,True,0.7110047846889952,0.21804511278195488,2090,1442,442,476,True,True,,,ea1f9cbea7ef06531f6796867725180b313d3fdda44b927d16f9ab050eb62faf,5685d536558dfd5cb10dcab2dcb98b6eca813ba1840dd293517cf9023f084375,063aafe4b335ba438fb2fa664df729ccfb1d49d014daf27fbd1a35c604fc72eb
topic-pair-498be45f8c5623081a87bae9,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_002,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__06c393c6572f1e9d8fb9,revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,True,True,0.6663542642924086,0.18661971830985916,1760,2134,420,452,True,True,,,eb8c34724aaddc1a59d99f1b5ad9a59af3873591af7afeae9dfe8ccd32edf15b,739e617a632cd142a59a862cc5fe66e8f9d000d6e325816e7221f80c1fcc4da9,f452a4511a1a88fdea5953061c0521836a6eced72157b6f08da631e0b843486c
topic-pair-bf1a77ad37685f5d26fffcaa,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__cd56a196e015d4a0206b,revision_v1_primary_v2_payload_fidelity_v2__4e02af22508683cbf135,True,True,0.7103321033210332,0.1492204899777283,3138,3252,664,669,True,True,,,6ec35380c884cbf2014fcd05c67df6c0e61287a951417bf70f49ddd56772f6b9,1c217e269ac4ddcd25fa81ded9dd0eefc32ad2569e317ef40e44e8d657474998,ebf1c43e3f965f216f7a338f1d06043112413d4f1cf998dc9337ef57c7ccce8b
topic-pair-f7849fdae784e4439c32f80b,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_004,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__70729d8b86dcf7222bec,revision_v1_primary_v2_payload_fidelity_v2__a9d35cff1ad6264eacd6,True,True,0.7519915029208709,0.15942028985507245,3766,1270,731,243,True,True,,,73162a5cafbae0a948b512ce34c9801b26589a2784b9cd92d517ca7f291e6aa8,858556f85302170fb738bb4bab38550e3eb2cae337d206569bddd6e29023cd62,7fdb1b8462c9986e2a51973fb1f16182a5e35c434976d9c066a890907f650e8b
topic-pair-5dfd39ce3f66e7fd3435bce9,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_005,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__2e66af00f10a681ec40e,revision_v1_primary_v2_payload_fidelity_v2__92cfd708ab71bc950df8,True,True,0.7188630490956073,0.17293233082706766,1935,1108,416,236,True,True,,,f4827ea338458bb15a6229b86fa82aeefb117c1cb3fade915621dd84fb22ab4b,eaab7915dae98816a31a84573d2d434ba7df79ff01eb7920b31a2184a2bc518c,aacbcb1b899e484e855a3492b48a4e2dd9e842921ff4b0ce240c994238b56a5b
topic-pair-ad824ae444d913a1c57aa442,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_006,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__dd1dbf58937be89e35be,revision_v1_primary_v2_payload_fidelity_v2__d6fdf54779bf9651370b,True,True,0.314369995785925,0.522633744855967,2261,2373,462,507,True,True,,,f35357254c9c3b9404fa0c19ac6812d1f932a02975c3592ab0636b67b01c4f44,c2cdb88c18d8863aa63f598f0b848cc4941b5c387c4a65317d6abd3359e4e326,9e95f12aa0bcb680ba5c4b669457192bda3f3251f214a0e2e0ea3eb6e5a9c394
topic-pair-6153a264001a6879f210ce27,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_007,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__8f1e3fa4ca64a2b457b3,revision_v1_primary_v2_payload_fidelity_v2__119763f10f89f1e6d880,True,True,0.6198830409356725,0.24731182795698925,859,1368,199,294,True,True,,,c2cd63adf501ea817efcede633cde3965ebaad249b9bad9d31c6ef79ff445ec7,e4c2c44cba88ad73734fa48b2da95e704181edff8cf6de63261180aa739887d7,16a8312a76189fb14bbcc70b789f64e4f3c8bed03e9d7249ff84da7c5492717d
topic-pair-ecfed1e84be8dac6d118fabf,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_008,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__1d9640d0a1229487ca0f,revision_v1_primary_v2_payload_fidelity_v2__eab0ebfef6a55a0246cc,True,True,0.7321150855365475,0.2112676056338028,1142,2572,259,529,True,True,,,1ba33773593f9f34d765271e01e7cc3f88e6d1db8e26a48d9df1dc7010f8ea34,15ffdcf04692961eb019408c62d166172b54bec82ae1d8bd72018671c6321b20,0b9de213827d27718b285ba1110088eeb2761d386f7a14f9116c84aaa42f3ef2
topic-pair-028192b9374d7c2533c05792,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_009,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__9ddb44cd285c5c334a81,revision_v1_primary_v2_payload_fidelity_v2__3a5616e605b1d3665f79,True,True,0.7200363196125908,0.20285714285714285,3304,1568,693,333,True,True,,,3061e3b97b569024d874e91a09f53005fbd8906ca5ce75de6558385a583b3e8e,1080edc5ab9a04d48a30433d26a8f13ae8590849105daefdb766e0ae0ebc93ad,36f51557aa312f1c7d28d1f11ac979ca865e49debd48e493b8532a5af614fda5
topic-pair-eec6877d143badcd9ab902ad,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__aea83e5a578b373f65f6,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,True,True,0.6705629037219317,0.17098445595854922,2476,3251,483,703,True,True,,,1af55d091c5713bf6ecdc04638fd20031c95f348ece540dbed13d17bfb688934,fe60cc8c929b7f2802614265243c9776f26d5a5cb0f5822797c896f481cd09c4,8b2058c05c9d3689f08cc7ed28b34015f3544fede46dd482c9e297a52a1382aa
topic-pair-43ee4c5c9c8ed8e040198230,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_011,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__27307120e2ba10350b30,revision_v1_primary_v2_payload_fidelity_v2__c5c29cfd51253a36d0de,True,True,0.7825261158594492,0.14634146341463414,1068,3159,228,687,True,True,,,2fdc8b904564155b022aad4e28ec5444a7c492d964beea28f3d765a23ccb9685,73552f7e87828eaca8fa46bbea88af8cbb5ce92e4bf53e5d5bfea0255ef6f4f5,062c849a98d027a0e8f7806d7f1e79647b087f551ba47b950291bc877d22a8af
topic-pair-c65c4424d3de4900f19620a2,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_012,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__e21940aa9c60725122c3,revision_v1_primary_v2_payload_fidelity_v2__a51e6e4448382b52ddd0,True,True,0.7584050039093041,0.1471264367816092,5116,1794,967,415,True,True,,,a206143f1db4e121806359cde29439642ed1eca0bf1405cc20b67d873a90aae3,a09e9a9be0a12c8567efa8bc7f0b1afcbfd2db2ee676913b68d37f679c3bb753,9fc177cd1920b2f37f9883efe4bb32f0d92bac55f82e4c5d6e4b57456099869a
topic-pair-5d4489312cdd97fbebede88a,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_013,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__b8a8a774079b6847e853,revision_v1_primary_v2_payload_fidelity_v2__66cf1660de30047dcb00,True,True,0.7276632302405498,0.15989159891598917,2166,3492,493,689,True,True,,,8cc3720371f3f8b36c459ffac762359a7bddef71a0ecd3bc122638050d31b350,ffd8ffcc1a5f9657d054a624812e451e25d51849fca73716e150c7878f0ca793,f10bcf65a0d102cd08c0d1730db79147fd06a66040a340660c193c581711a56e
topic-pair-ec0fa83d34ce274da5b3f97c,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_014,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__2dfa60bb081c5436a1a2,revision_v1_primary_v2_payload_fidelity_v2__3d4c09d2433de75de1bf,True,True,0.7339055793991416,0.18340611353711792,2097,881,451,186,True,True,,,835442e5607536c11b87d8750fb231c2047e135202952e1c1c85141acb120102,1bd283e04a997db1b05efa67d97e23414525bf875249b6d43fd622d2bf9fd8ce,c979c829b12b77ee08423ba37fc6dfe1fd383b8f7c5e6c6ad38cf08246f8a916
topic-pair-c1711f7579f352da675c493f,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_015,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__8347e0476235754e5ea3,revision_v1_primary_v2_payload_fidelity_v2__748d633b9d84e7159a7d,True,True,0.6876080691642651,0.23383084577114427,1060,1735,211,450,True,True,,,7f77c27124dc6e6e7d975f18c05c189924ac989a4e14d61c8608aeed0ddbe87e,88ce4ed9d5a032a82b678fb46d59da797feb117f4f3adef9b53b0e0faf4e6ae5,074d30ebf100e70fde627659fb9fbbc4d288de6b8a2fb35c659c13a76e8fb3b0
topic-pair-b6588ea9905e92addbbc36e4,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_016,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__1083321ce89455b02bd4,revision_v1_primary_v2_payload_fidelity_v2__2cf1f0be4e461576700c,True,True,0.6289027653880463,0.16494845360824742,1121,929,228,199,True,True,,,c903e2c2ed693604813919b5597c9f9a575a2d0dc677fa7231cb5cf5eff1a0ff,c31811dd19748b1cf77111e8a904561b66898aae7ec0469ecfebd92fbc1bc684,8f5114638165ae2b6e9b49e5f2f9b59db2656393bc3ee0a29de7cfb3d8847c18
topic-pair-48ea85c4a06d696b1e850d3e,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_017,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__35daa79241c50ce41cb1,revision_v1_primary_v2_payload_fidelity_v2__98f9ea87aa77f3175b5c,True,True,0.7320574162679426,0.17827298050139276,1396,3344,319,720,True,True,,,a268ebf5c67fb88e05e1a9a1475b87e56892850c95b36bf06192ae3c3e40c5f1,40e016a1270274b20fd06eb7392542f094891c7668f99d4e75ade5c2632b3379,90fd7d34f9b67824ee4ccdc34a30d2397e474c8ca312663124c7998a0014cf6d
topic-pair-1f3579b80725ba7a98405f46,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_018,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__d27a25a788ac13556b61,revision_v1_primary_v2_payload_fidelity_v2__65e1d769ccafa22256b6,True,True,0.6994290375203915,0.19433198380566802,2452,1029,501,203,True,True,,,69318dfacce5778bd575b5159841be53c2c58cf5cf44cb84016628c48cb924b5,5aa3ca8a630992674bb4c44f4f448fb5060f4512e70c0e05cd5199f4ab9ff186,8fd1a27ef2a75c55824743b412b9ecfdd75b0dd0f65ab2e85ae43266fe36b3bc
topic-pair-a245442ed265ee9b023bcc0a,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_019,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__8f9565c34093b7cfbda4,revision_v1_primary_v2_payload_fidelity_v2__c0194a9a50ba2e1edcdd,True,True,0.5874792703150912,0.3797814207650273,4824,2384,922,501,True,True,,,5215544154324be7790473851ea732597c5bf07f32cf4a940522965f9971ef4b,42516c362ebf5caba22a66742ca6e46cf4d089f44ed9651e0e9fa2f51185b24c,fceb0041544977a9a1de0e1c0f39cfdf5100cb015adcb621c644bf9c0a1e36a9
topic-pair-916d27f6c1e8e317e3ae1f94,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_020,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__500024a63bc694a350fb,revision_v1_primary_v2_payload_fidelity_v2__09392f0fdb2a21a3820b,True,True,0.7367829021372329,0.19667590027700832,1503,3556,342,715,True,True,,,ec6de57bd24c7d76355adf30ea4b87840faf5131fb59b31d431aa74996746ab7,dbdd829b6b65bfa71c53838b749a45103dc8c0d0e2c1c2d67de4732f36b013f2,e231c558d8eae0c645a39afca0d4c9c1c049f6afa6149f879e7627b6ede2257a
topic-pair-acb388fcf3db7b7053a2513a,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_021,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__bc05d3dd088de6282e1e,revision_v1_primary_v2_payload_fidelity_v2__f5df5a17b81ae5263041,True,True,0.7379177022921845,0.1340782122905028,1860,3621,435,771,True,True,,,3df0f245bdfa4a1bfaabf24309960d816882ec9b9586fa95ac8d2f36572565d9,acc0c51074214e0935e75ef19275a77907a2e7203f8d85b8af64a5fb49028ca9,eee999fc43abc5b8a3453212d48353dbbac50ad0e63a876fa663fd4fd700bfae
topic-pair-cbf29b1de638dd197893c907,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_022,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__1ea42099678b3bc4414c,revision_v1_primary_v2_payload_fidelity_v2__6e7cd0fb17c8482a72ef,True,True,0.601894072255349,0.2621951219512195,2851,2558,547,509,True,True,,,ec1a5cc5efaff1978ec7b895d1a6083433ec43c33c7ba764d1af90714be05726,40daa9ab9042d6798b3031e67282312e21db6bc0561d3b088566857feb618aa6,ed1b74b76d1d326603301c8e4df8d570caf73a6319bf37aa6e285e9085bab5f8
topic-pair-aba7ea6b358c7927bdafd3d5,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_023,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__d589920a45f985632ae7,revision_v1_primary_v2_payload_fidelity_v2__c009aa2c05fb1371d737,True,True,0.6244041944709247,0.22093023255813954,835,1049,176,218,True,True,,,117b155c1748424dc62816a5af592fa1d8b8a77955fe7467dfd7902a4d40544f,3f5ed6a5e89f61a29ae5c9fe6122ed0ead57c66271cda11b06e153f372aae263,e61bc12aef142c916b9559dff4b4c79e773948cea5d01922a4cec28e0eca32f8
topic-pair-9012c71f862cc9aa0c58fef7,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_024,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__b1cf231bff5d988a5144,revision_v1_primary_v2_payload_fidelity_v2__bb16963c0869b2144624,True,True,0.3342857142857143,0.5083333333333333,2450,2198,518,482,True,True,,,1a2de440d1beb06e6fc9a34aeb56436a104e37d49e10526893ddecfce4a20a7a,2db84760a186dd8907c20b0cf544321c357a113a17ac521b4e1c339c36323945,cc61a4da153ee7bb5aebe49983e6228dbf0bde005112079e57f3c7a1456c2e0a
topic-pair-18321fedc35328ce362becf4,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_025,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__a6fed6a5494dd4a9a728,revision_v1_primary_v2_payload_fidelity_v2__e2bb4bbae68b206b79ae,True,True,0.5777568331762488,0.3783068783068783,2069,4244,481,931,True,True,,,ee8c4a9f260a8d44a3a07545990b7b8118ecf2d092a276e175cc25756a731dca,06672d5b5c048b4def0fe138f96d7929f81ad780a32b98b878f236476b4de934,0a3de7082f60ec818ab162797ef88db7cce8afcb17a23ef642b50dd71a33f04a
topic-pair-004f9b5486c761ad5bbdb095,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_026,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__2f8b5e9396720bcd0999,revision_v1_primary_v2_payload_fidelity_v2__518e9c37f11f882020f0,True,True,0.6032498307379824,0.23232323232323232,1072,1477,235,315,True,True,,,5d67b0c60042e9ecdf8a29bf47f9f4bdf390c30458b52ffb25972639c7bf0a22,0bd853dea7b199610c7bfb8228dcc5adcea81ba72298558ac23d48ed426f496c,0b40218375c45e774cb9d60f371edf44fa8269bfb4a52ea8a289d4ada997de5b
topic-pair-4aea1381694e1a55dbe058e4,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_027,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__fe1db1c788aeac3d91da,revision_v1_primary_v2_payload_fidelity_v2__0b8ee316deeea6a8c61c,True,True,0.6877338877338878,0.2087912087912088,1111,2405,225,513,True,True,,,4c6b9783abc5458db28abdf17018283895b166e97b3f79c8d28181fbb1f4a5a8,97506d25c62f2b33d9b60742ae1718d68372a2275dd1f0ea6b9fb80ecd422c96,1ed4d02bfaf8f4f6515898fc8c8b409ab8b655be98420c1b7b27a771b7fa9d27
topic-pair-7833c5ba1a597c54dd076af3,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_028,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__2a3e5d88d2fa1f403090,revision_v1_primary_v2_payload_fidelity_v2__5f97d43a1d145ef3704f,True,True,0.47704007019596373,0.3442622950819672,3121,3419,722,729,True,True,,,8d10488d398612a387b226dffb656d045503512366866d783d9fbe4fd075e5cd,67dace5114f9c5d96e4669838e9da8a08693bef4a32d56563622970e0ce1cdd2,3540e8f7e01b6841f1268e809f78fa19de5e1705661f384ddabbfcc237ed4169
topic-pair-94b5a00427e97ddf8d59714a,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_029,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__df40e3e2e8bd152572ed,revision_v1_primary_v2_payload_fidelity_v2__926b3de162f572f976de,True,True,0.6179005092048571,0.30456852791878175,2530,5106,569,1161,True,True,,,182a675d1360383b97e4b3b3afd3956ac275778d8db19b3354cb2bbbdbb9885a,446e2063b9e0689958bbe8f39493505a6bde01203ffc8189b6a2a3c12a2e6e89,d440f766c63a0a231cc8228859cb20ff648f83575d498170fc4eecaf83a86dca
topic-pair-d53edc8813a60ef22590bc82,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_030,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__4502d8d1ec568073d390,revision_v1_primary_v2_payload_fidelity_v2__c1363ee4c523de820b1a,True,True,0.6559894690653796,0.18855218855218855,1239,2279,240,512,True,True,,,61aa1d807c33e5b31370bbf206fe298f3f9b2278195806eedd112f03bec0af7d,39151bb5ff9abed57ffc093eed1b19ac63456e016affeed54391e8756ed57d17,57a9791cd629fda84ae763513bebaca752a18be2fdffa930e982f87d03794ab6
topic-pair-707222f742ad74c6f2afb0d8,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_031,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__2b18a9228c742a0169d1,revision_v1_primary_v2_payload_fidelity_v2__8d05316fb4acc4b1e9fa,True,True,0.46460021134202184,0.43944636678200694,2839,2103,660,467,True,True,,,869ef0f18ea54dfe8c9d67b7a9c1be3177223a925d2b56c35dbda5844e7ca42f,bc96dc5783ae67a6ce0d12f828cc4d1fd790b311e143683df466e0b9a89b846c,44e4d6c5ffcc826245b673cc3700d22f473215e07d373cf6ccdfbc1e90b41c23
topic-pair-bb830c83510df8631b96d0f7,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_032,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__c2b977d4cf27064bb1d2,revision_v1_primary_v2_payload_fidelity_v2__b4e5c9c4edf26f577611,True,True,0.671760391198044,0.27631578947368424,3272,1462,797,338,True,True,,,7dd46dd32073d47c4ce5b7a314086c168b67cd46d32e287648311ef485e4b743,2974dfd2b7ae4c15ed5872f3873d68b36fda9eb419cd2b18df84d3dd8c22d880,74ca89661e7e3bfe108f1a759c6ada521c302d8cc86580068d279dcb6b933ab8
topic-pair-1ab9eff8c675aaaba2e1bd7c,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_033,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__13c01a3e61e35d93b427,revision_v1_primary_v2_payload_fidelity_v2__bfd3ed53f14fb92323c9,True,True,0.5122537241710716,0.3125,3884,4162,833,914,True,True,,,df01793b322086119a503afeff3cb063890c6572326cc976f9419298136b7eae,9e40a6f5d85808c335c0af6b882552d2bee38495c4bf26de007833132d07a62f,464e6603a0b75df4dabb0a0a54fcd926f22ff046f49000999f7c7d222777d278
topic-pair-838ec9af653373457674ee04,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_034,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__9ce7cab9d08e00f3294d,revision_v1_primary_v2_payload_fidelity_v2__ee49c87ddbda08eb2822,True,True,0.6635394456289979,0.2108843537414966,1215,2345,259,463,True,True,,,07771cec7d77d14f7d6752a2a05030ab63c46ad69271b60521921105c10ac21d,53f44be5429445f15c8b23b37f3fbc2f5bf582d9748bcf613562ce1b96369b6a,b14b71ec28fb8dbf83450ff2f21dd6fcf8eb53acea78e3cabc325f8c47bf69ce
topic-pair-131d3e4221b768f04d7bbfb3,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_035,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__45383b4d2a00bb9f921a,revision_v1_primary_v2_payload_fidelity_v2__64ed7c55e11a490f2322,True,True,0.6329305135951662,0.19791666666666666,899,1324,192,286,True,True,,,3a63b65ad311650031dbcf6f7096d23caa347bc40bd24a42de7eef3ff6798455,999932a7256ee64c81f0979c6c688667768f78187ab2653471fb0fb2f0732298,7cdaed69c337081ea481accd7681a2a98fe9eb308a7bb5f1423ae99616abebd1
topic-pair-0a6df1e2bfdbb27eb297ea42,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_036,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__08a8ce89578dbe139f87,revision_v1_primary_v2_payload_fidelity_v2__1601a7c0c4605caf0de0,True,True,0.6261355695317959,0.23497267759562843,1431,1159,269,226,True,True,,,4cfd88f72d053bfaea8fb6466b6fa255835c3663f4202f22602d503533095c4a,5d4f8d334d05989b42f46234e928bee356f225b75b3e91057149c1aa9c887c23,6107e4cd41c1a7f15d37dfe6bf00f92fa6f2d85fa0808d30e82544653af78548
topic-pair-7e2554d08eef5bdfa6df4273,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_037,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__c8cf1f5186dddbc29218,revision_v1_primary_v2_payload_fidelity_v2__d21a37ab6b79858f787e,True,True,0.5630533620483369,0.35809018567639256,4179,2433,904,553,True,True,,,89540a46b2bc049c3bf690ed4aaf84fa04f283c0c8440f7bb0da31e520cd5b51,a2fc71ccbe12564c222f59cb978fc7b193a3417dcbc2a4d3463eb975ebeab866,581a66c4c609d4857e3887d925eb5466859b603b9e95fa6d303e6e4a02af059f
topic-pair-e2de821782f3f0e96deb442c,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_038,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__94c2f905e49dd3ea2bac,revision_v1_primary_v2_payload_fidelity_v2__787cb4236204f4797c38,True,True,0.48545953360768174,0.27787934186471663,6525,7290,1257,1379,True,True,,,cae304eacac9a124a5993ad65f11bee7253127ad2409c7719df77ae09d8712e4,976948cfa254ce1c791154d56297a6b0c1d64cbf2e72a1ca2726327e997ffec5,80a9f8fa83684cdf3bff3f34ecf397a8065c8e85bf18ceff1e4f2cabd6fdeeab
topic-pair-fbf8f57b08417d39b45cc34f,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_039,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__a0e381d4b681a20ea55e,revision_v1_primary_v2_payload_fidelity_v2__b335c70d5523c9ec5301,True,True,0.7146997929606625,0.18207282913165265,2109,2415,452,524,True,True,,,4d9b55af9e3bed9f9afee5823e74fea2eb30b38e86204df397a2f9575e8c5a53,228410d269884f4e2056abbb4fd76eb204f9b8da71394b83bb3faf8c7201c9e9,a86fb98c46ba63433e2ec756881962fe5a88572da6f4cb82d4c5863c82e53c2f
topic-pair-713ea5868bf75a05678de6c2,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_040,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__74ad4d4abe6ba9ceaaf9,revision_v1_primary_v2_payload_fidelity_v2__4fd685d12e65c4d22dd1,True,True,0.7882893226176808,0.13942307692307693,1187,4355,212,916,True,True,,,1570672b62537e3c84fd836d0f47af85ea74a72028689deeba2af1a827265adf,9283c260c4facf469712fde83fe47fcd0346b352069d5141bda054a9813aa665,51de51692beac095c77b1076eb4e07482cc4c9c0759907ff09b1953cb243958e
topic-pair-da7f9e54e3d87f89ce422a1b,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__a4a125da142241439b6e,revision_v1_primary_v2_payload_fidelity_v2__154dec81fe4b668f0447,True,True,0.6988472622478387,0.23255813953488372,2082,1015,452,203,True,True,,,735c9bd7c2016bfd0ea6bff0039f1b31894764b2330b25ec902e8ae6d75267e4,6f48b13999273ea0a57f52969d1ba53c60b2c0b38df24c44656ecc489f16c70a,0b581f5c2771e922c12dad9e5f5ae61b7b6905e5fa764ec9718f006511909f16
topic-pair-c7fa6978fd80a0422915ce65,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_042,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__78a3fd9fc5ae6e19244f,revision_v1_primary_v2_payload_fidelity_v2__15ab91531cb6b6df59f7,True,True,0.5794676806083651,0.28651685393258425,1315,1219,265,250,True,True,,,c4dc40713c97f8fd43195aa4a910efb2b7a9249323539da4c680b2273246f3ac,33a7ce68fa5ca796e6fea2fa867167ba2ebc94c27cce13d5ba66d22c8006aeee,3595b8be93e5a96ce49d8a5fc4a816ce7dcad815f8c55c76b3eb3c3ca1acaa18
topic-pair-464d51b0d1ee8f8b934565b8,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_043,hmac_sha256_hex,revision_v1_primary_v2_payload_fidelity_v2__01e92a4dbb08752453dd,revision_v1_primary_v2_payload_fidelity_v2__8cbac9cb5bff0d64879d,True,True,0.6574427480916031,0.22015915119363394,3144,2224,694,477,True,True,,,e2c91bace7bfe4219e0742da7b87ab3385fb5dc54f58d5af9230ca1e60541786,7bd9d0dcf433ec48a9bfa3e44e2b9918054f728f8c0af7aec6b5fdb75a608435,291cebaafa49885addf3a16740f8c28ab4e74ce1f0566982c503a518ce0998da
