detector,detector_label,comparison,human_negative_count,rankcloak_positive_count,roc_auc,roc_auc_ci_low_95,roc_auc_ci_high_95,partial_auc_fpr_0_01,partial_auc_fpr_0_01_ci_low_95,partial_auc_fpr_0_01_ci_high_95,threshold_at_fpr_0_01,tpr_at_fpr_0_01,human_fpr_at_llm_validation_threshold_0_01,human_fpr_at_llm_validation_threshold_0_01_ci_low_95,human_fpr_at_llm_validation_threshold_0_01_ci_high_95,human_false_positives_at_llm_validation_threshold_0_01,fpr_0_001_available,warning,human_test_labels_used_for_threshold_selection
textcnn,TextCNN,rankcloak_vs_human_authored_dolly,250,1491,0.7536552649228706,0.7140547475107035,0.7918327816602516,0.09523809523809523,0.0,0.25605898452878884,0.9779303073883057,0.8316566063044937,0.608,0.546929273733785,0.6666996047430828,152,False,Performance may include generic machine-versus-human signals; thresholds were selected on matched LLM validation controls only.,False
deberta,DeBERTa-v3-base,rankcloak_vs_human_authored_dolly,250,1491,0.9845915492957746,0.9770811388092172,0.990956757120658,0.7565392354124748,0.5875690828748323,0.9096578581514261,0.05200452730059624,0.9912810194500336,0.388,0.3262561692317683,0.44656879614566386,97,False,Performance may include generic machine-versus-human signals; thresholds were selected on matched LLM validation controls only.,False
